,wage
358,0.03765329960633363
359,0.06216563502430498
360,0.13071812657796844
361,0.21383891454011578
362,0.028035737085460304
363,0.3533215907863761
364,0.42408203294585
365,0.554597211206012
366,0.40160855955857305
367,0.5659007560778154
368,0.4824838400020782
369,0.004251328502926134
370,0.2221552282450207
371,0.02242158800453016
372,0.030757645962644974
373,0.510507973505979
374,0.06757854420762476
375,0.4372143957612927
376,0.5339323704275155
377,0.002856934000007757
378,0.18791200827769344
379,0.0027080076124761806
380,0.2720344569253021
381,0.0106853929760935
382,0.40806686423482225
383,0.02158032137698276
384,0.11883362959724388
385,0.10812825402281451
386,0.02102796591452082
387,0.01704569788196829
388,0.3044731223452498
389,0.9717592592592594
390,0.19343532906606734
391,0.0056778003829133904
392,0.21050774258635113
393,0.002856934000007757
394,0.018788851046785317
395,0.050428658273812356
396,0.8126722143025762
397,0.03107080171999479
398,0.7324351567066948
399,0.7859077087429996
400,0.06821265852604955
401,0.005576297065210542
402,0.0027080076124761806
403,0.06513033465373806
404,0.3774518440452773
405,0.05304592850260601
406,0.07625166762170212
407,0.004251328502926134
408,0.008294394303857776
409,0.6406627864131887
410,0.014920730148654946
411,0.37824655706289406
412,0.0061034363010342265
413,0.0037136260294710105
414,0.11328530682012218
415,0.156590167860343
416,0.07869314697784326
417,0.29431667002189194
418,1.0
419,0.18871109362904642
420,0.06431715258058365
421,0.011979186717717437
422,0.00404104535986188
423,0.012133903612146823
424,0.010172273037622763
425,0.022798501077331054
426,0.022612465296814894
427,0.007568818070369066
428,0.041079094987990596
429,0.0025513028889480854
430,0.4246105227728329
431,0.0025898831358616655
432,0.3313904502653456
433,0.004449056620504763
434,0.0027080076124761806
435,0.7065410510299533
436,0.6381430920032508
437,0.03174923618648478
438,0.3041107586217498
439,1.0
440,0.11098700219342161
441,0.058582012222294894
442,0.009294591154057381
443,0.2328146408429314
444,0.0027080076124761806
445,0.7933700689680149
446,0.6044503904856222
447,0.01364757823980643
448,0.005730118211581206
449,0.0028333330871794012
450,0.24613017741479615
451,0.1933725485206486
452,0.7677317404228216
453,0.04606349375323431
454,0.007662149906470745
455,0.006446257455500454
456,0.011043572825690847
457,0.6113472754812243
458,0.0029224229184303284
459,0.2617416501797899
460,0.24330054499812678
461,0.21211519048232216
462,0.669108605531018
463,0.06538163785137073
464,0.269594168347535
465,0.024678180620748332
466,0.8353521047453975
467,0.37991689362339964
468,0.25626683322664173
469,0.0025513028889480854
470,0.0027080076124761806
471,0.02203463865332632
472,0.03604958709570716
473,0.14815353619996122
474,0.003028618057621076
475,0.09223982801146384
476,0.10697265859754619
477,0.003884340636333785
478,0.27131141568909123
479,0.021795250118506547
480,0.696214159622967
481,0.03685916400696565
482,0.0025513028889480854
483,1.0
484,0.045322622336340906
485,0.025650507487005852
486,0.0025513028889480854
487,0.006086553950239645
488,0.0047671683203101434
489,0.035363245180342916
490,0.04480523521428955
491,0.006894881964418422
492,0.11847647010236875
493,0.10838959959601903
494,0.03235793032984276
495,0.5625018732061321
496,0.0029900378107074956
497,0.05416405283415364
498,0.013927242627144006
499,0.2024208923833262
500,0.14073909034048404
501,0.2971876024848174
502,0.424509657711473
503,0.039468594367703676
504,0.2546140677000465
505,0.31107673356627336
506,0.0025513028889480854
507,1.0
508,0.0028804798665148785
509,0.35817873154849905
510,0.004408033226454228
511,0.02255740905173535
512,0.0025513028889480854
513,0.0025898831358616655
514,0.017324352139010728
515,0.040876950290878365
516,0.0027080076124761806
517,0.0056778003829133904
518,0.6803703703703704
519,0.07456888507793402
520,0.027343732731066914
521,0.21386489263861488
522,0.36486243130818635
523,0.0025513028889480854
524,0.6318889475780107
525,0.021589325452134978
526,0.6501982635898809
527,0.22605363113686677
528,0.12368693506098609
529,1.0
530,0.30169062827470244
531,0.0061205232348148465
532,0.02849151603511153
533,0.10557169630582595
534,0.18647176918653155
535,0.7032368283818133
536,0.0800067444195581
537,0.974100928074246
538,0.42313521253666747
539,0.0027465878593897607
540,0.08010789023817623
541,0.6798528437414415
542,0.048933620851923904
543,0.0028333330871794012
544,0.8015957040611182
545,0.6005349340129275
546,0.6528493315219286
547,0.2367570950909614
548,0.17777905949243264
549,0.2712456180809132
550,0.0025513028889480854
551,0.0032525021004294777
552,0.6393048537616846
553,0.9944444444444446
554,0.49707156048016127
555,0.6058365847377586
556,0.4292329094027367
557,0.6684404104442959
558,0.6495177857076301
559,0.0025062983884980407
560,0.020692766917357955
561,0.009446652001644547
562,0.5958729989414664
563,0.020776330247837253
564,0.043977401326534764
565,0.016523609315186545
566,0.25161449699574906
567,0.014486310989307331
568,0.6453867428867428
569,0.0056778003829133904
570,0.5762488215205083
571,0.03719977878523869
572,0.327516493115737
573,0.02102796591452082
574,0.6639763156041443
575,1.0
576,0.2883431859356436
577,0.40155777491391303
578,0.8128607237435157
579,0.25147781305422284
580,0.022460239729808873
581,0.5416160473093817
582,1.0
583,0.03676952044262213
584,0.03059208875240033
585,0.008703732903044178
586,0.12383523317103252
587,0.18645601435009165
588,0.0025898831358616655
589,0.005670076664952085
590,0.005414886429977394
591,0.26637168134872286
592,0.07085358055468141
593,0.0025513028889480854
594,0.8126318849324644
595,0.023265633987028286
596,0.010519853948470737
597,0.550957854446177
598,0.38955837458078835
599,0.0025513028889480854
600,0.38344893004646086
601,0.04543942951248842
602,0.2693060252975757
603,0.6933537346145848
604,0.022458527151806476
605,0.0028333330871794012
606,0.0056778003829133904
607,0.30728070979538025
608,0.034807145984038196
609,0.03325203306864648
610,0.38532808880381353
611,0.9675620675620675
612,0.0027080076124761806
613,0.005605878985372662
614,0.060846060335220865
615,0.30177037499140597
616,0.0025898831358616655
617,0.2767035775447377
618,0.3150555767214407
619,1.0
620,0.33884143559442814
621,0.0030387470822932
622,0.01158232428107508
623,0.035692032112192316
624,0.19759121619032824
625,1.0
626,0.3917180797636936
627,1.0
628,0.21184731993796882
629,0.30968337632655607
630,0.03517094358607057
631,0.02219496108554485
632,0.1545004382579581
633,0.0027657181949022336
634,0.07766099006160355
635,1.0
636,0.1943218543967727
637,0.021210802792647122
638,0.38732065767720486
639,0.0027919664837658775
640,0.02499730331794293
641,0.005001358943485354
642,0.7771428528104896
643,1.0
644,0.006545536831558791
645,0.0027080076124761806
646,0.0025898831358616655
647,0.6058787297236027
648,0.04639714045431986
649,0.0054356372995480505
650,0.03874673544035402
651,0.0025513028889480854
652,0.9722222222222222
653,0.13424235324903055
654,0.6260282634813226
655,0.0027080076124761806
656,0.7847809761230571
657,0.0025513028889480854
658,0.13018146232502134
659,0.053365534050114044
660,0.630423976608187
661,0.05700555289096216
662,0.04960950803145321
663,0.0030136387235358514
664,0.06733188158901146
665,0.03688958686343112
666,0.3681398685890425
667,0.02524873957885366
668,0.10000824040053698
669,0.5638934908245168
670,0.0025513028889480854
671,0.02547100150837772
672,0.023191804594505795
673,0.8137212860414932
674,0.004844654219957259
675,0.0025513028889480854
676,0.012129618411829208
677,0.0056778003829133904
678,0.021589325452134978
679,1.0
680,0.2980962731586355
681,0.010649145545068647
682,0.30454445996709445
683,0.42451708252381104
684,0.16415551320799232
685,0.10432699531721726
686,0.34707569738447475
687,0.0028333330871794012
688,0.1743402730650829
689,0.03262726784628156
690,0.22922949502519027
691,0.018394996602459728
692,1.0
693,0.17330784532163968
694,0.10119399181219997
695,0.0025898831358616655
696,0.003095797376901383
697,0.02240292971508244
698,0.5509750952373007
699,0.7634364349517112
700,0.003554261454334636
701,0.8070703928266869
702,0.9677777777777778
703,0.0025513028889480854
704,0.01806210830149826
705,0.015208594410245977
706,0.5478448346175928
707,0.004251328502926134
708,0.6334815518538569
709,0.5496379792350318
710,0.12084841899931131
711,0.48794764439708305
712,0.4428176273616053
713,0.020697051801968736
714,0.4675774942563823
715,0.03144274735031786
716,0.08339680990348722
717,0.00907000421848425
718,0.6997605069208093
719,1.0
720,0.060016904135571106
721,0.6725817752451282
722,0.09592787495552944
723,0.24156101491006243
724,0.024341202835877245
725,0.09289854207075364
726,1.0
727,0.020725101676921345
728,0.0028333330871794012
729,0.03022224955998621
730,0.1652727664271736
731,0.1298785671869018
732,0.9049576817740083
733,0.006313000109175405
734,0.003699750974181136
735,0.2397509218841912
736,0.239260010567438
737,0.4188604492792998
738,0.01615758185281414
739,0.10132309842238126
740,0.029298298947286246
741,0.29276220827458527
742,0.22943758601877992
743,0.2697219937220395
744,0.006498562457539141
745,0.011113179665501861
746,0.3889781945951313
747,0.5786635827572927
748,0.6752000654388934
749,0.3558986677608852
750,0.8030359737922679
751,0.5831643491821178
752,0.014530908587115424
753,0.03125957180457794
754,0.468653201063621
755,0.36848764809430073
756,0.00737931008807889
757,0.12196659910658274
758,0.5354555807411111
759,0.40319131545494885
760,0.04154619776898938
761,0.3813077496306326
762,0.058173843952118026
763,0.004251328502926134
764,0.0025513028889480854
765,0.0025513028889480854
766,0.0025062983884980407
767,0.004251328502926134
768,0.0029900378107074956
769,0.557627286368016
770,0.006672560613109548
771,0.0029900378107074956
772,0.0056778003829133904
773,0.0032525021004294777
774,0.22516391695616889
775,0.5567826552276327
776,0.8041207926827685
777,0.038416158624376515
778,0.039495279205155366
779,0.07743273712077942
780,0.006313000109175405
781,0.8577975727975727
782,0.33514985931615004
783,0.02196847435280692
784,0.3217116973762953
785,0.9678841309823677
786,0.7682737632737633
787,0.3681398685890425
788,0.40684262838097307
789,0.010202852837066234
790,0.2898636430220003
791,0.012331114457533791
792,0.0235152509558472
793,0.04084921524966525
794,0.22460622018775867
795,0.1814126666842383
796,0.11786373160066935
797,0.5633503763180274
798,0.005658999835372604
799,0.6326275401677272
800,0.0048186637683443525
801,0.20342741507627007
802,0.3174177927537896
803,0.21163309697029734
804,0.22838122507960398
805,0.18576213443303588
806,0.03818168657017474
807,1.0
808,0.02102796591452082
809,0.042095531174353454
810,0.4714118711298307
811,0.01244477229312902
812,0.03640522814316792
813,0.3369219671526901
814,0.07233690014732388
815,0.7538621714278289
816,0.0913324563070692
817,0.0025576822020345847
818,0.0024863353727062063
819,0.22158804259774575
820,0.008193085479750357
821,0.0077359932799697245
822,0.03060832681325235
823,0.0038718932452493316
824,0.3807373327435632
825,0.021091237833465025
826,0.007568818070369066
827,0.0025898831358616655
828,1.0
829,0.8295285761620678
830,0.131746894185309
831,0.04871588845982214
832,0.1282499918641528
833,0.1453694476956626
834,0.11071279338586208
835,0.0031870131820069063
836,0.1465332178567559
837,0.09627858787252118
838,0.03428257574816808
839,0.13800107682112087
840,0.04165845823358782
841,0.0045048653025504285
842,0.0025513028889480854
843,0.7023205636995188
844,0.015566116831651945
845,0.0386291512005337
846,0.6944371931282219
847,0.41649004302145787
848,0.7248558456395455
849,0.004686623919773051
850,0.012603838406222295
851,1.0
852,0.0025513028889480854
853,0.24190890731325665
854,0.003028618057621076
855,0.315819774146509
856,0.2057065836227725
857,0.22306170594341407
858,0.7718623320534133
859,0.046386299857747774
860,0.03772282373231514
861,0.2899969096412375
862,0.022818225720920193
863,0.026746462576153127
864,0.0047671683203101434
865,0.0102226141917508
866,0.7114325316772431
867,0.1427371158542919
868,0.7431307953163309
869,0.004575117085601471
870,0.31467454005559764
871,0.05172470504048811
872,0.599895548080407
873,0.41336952254269377
874,0.016086328769412336
875,0.2707386785333643
876,0.057414203797895684
877,0.00453706623637751
878,0.6144313579935899
879,0.6729261247300101
880,0.03325203306864648
881,0.02903765334383586
882,1.0
883,0.004846138311144708
884,0.4206344604415019
885,0.5186556262472917
886,0.0644793104072667
887,0.9822746521476104
888,0.03570827017304434
889,0.724073362432012
890,0.12099931889216527
891,0.1998844118376178
892,0.39007347796923236
893,0.017296465017321808
894,0.3934225684583543
895,0.0027080076124761806
896,0.025273948176640585
897,1.0
898,0.0027657181949022336
899,0.7195123147941273
900,0.9278661616161618
901,0.9680555555555556
902,0.008716492646448993
903,0.0025513028889480854
904,0.0036023104381024697
905,0.7834857596384127
906,0.5691061569134365
907,0.33053072265281863
908,0.5588486181176059
909,0.37618482530603625
910,0.01884864877385959
911,0.017610040940241642
912,0.31817453457600753
913,0.0025513028889480854
914,0.5887127218868748
915,0.004844654219957259
916,0.03210898673387704
917,0.46079433097357153
918,0.4145000262561573
919,0.004891142811594753
920,0.6601350983074035
921,0.7409807384818128
922,0.38158319159971504
923,0.3556419807779951
924,0.006830417567386684
925,0.029882400379536093
926,0.10290996742449823
927,0.15580394539738582
928,0.15586607374013656
929,0.023437945512159598
930,0.05568178446492614
931,0.6656898458017935
932,0.06361835917985233
933,0.0028333330871794012
934,0.3681398685890425
935,0.4906716271951167
936,0.0028333330871794012
937,0.43592777862469384
938,0.030786927431528312
939,0.004449056620504763
940,0.28034474767921674
941,0.5430987650843526
942,0.011609376417019888
943,0.351199829592522
944,0.0025898831358616655
945,0.7437632756269856
946,0.044821119452560204
947,0.00404674868865433
948,0.11502038089200642
949,0.280661203365517
950,0.04101097162367594
951,0.018756519089109056
952,0.43150934962077403
953,0.004891142811594753
954,0.4306398834581627
955,0.0027080076124761806
956,0.15415145241547917
957,0.41149356962844796
958,0.43154749430466816
959,0.41148629495655364
960,0.0025513028889480854
961,0.028661458010600015
962,0.042223991627860405
963,0.002856934000007757
964,0.7285899737627862
965,0.008336617402132797
966,0.01985765612122033
967,0.5046898485280094
968,0.12857648832884555
969,0.026120381343829067
970,0.033836271080738264
971,0.9666666666666667
972,0.39023151802110123
973,0.1629351736663127
974,0.022257730551154035
975,0.06392415628090461
976,0.006450060616188838
977,0.6077632328183799
978,1.0
979,1.0
980,0.261825843044176
981,0.007776410050621917
982,0.0490754992136554
983,0.28034474767921674
984,0.5211713807922641
985,0.02598033381702225
986,0.3740382793162611
987,0.1789510229405159
988,0.003095797376901383
989,0.0025898831358616655
990,0.6161157225646466
991,0.5367545350560935
992,1.0
993,0.3318953486603325
994,1.0
995,0.0027080076124761806
996,0.048181764825994455
997,0.0028333330871794012
998,0.680551340992387
999,0.0762013206019083
1000,0.0025513028889480854
1001,0.4049428011261746
1002,0.0028333330871794012
1003,0.013222846056448296
1004,0.37618482530603625
1005,0.3727276671227336
1006,0.40647813248392856
1007,0.05544790259076977
1008,0.7460399423549157
1009,0.0028804798665148785
1010,0.031043424584108338
1011,0.03177555111360976
1012,0.950142118736223
1013,0.016319323205534572
1014,0.36963720625841723
1015,0.616889071347084
1016,0.5958087616636559
1017,0.2577813794621521
1018,0.09997748018339142
1019,0.42207255025204454
1020,0.5862052641361135
1021,0.007183913703066901
1022,0.41147510418328537
1023,0.02293481115385061
1024,0.0029900378107074956
1025,1.0
1026,0.01649256847033065
1027,0.46797948152698493
1028,0.013059261054917682
1029,0.024802506612634414
1030,0.0028333330871794012
1031,0.4084679595468614
1032,0.49671771043584045
1033,0.18539238549012774
1034,0.027488098960945152
1035,0.006313000109175405
1036,0.2900699145010404
1037,0.02756285858354084
1038,0.272891187364681
1039,0.03269803175639938
1040,0.9996124031007751
1041,0.28883779486780503
1042,0.0239909385439917
1043,0.0031870131820069063
1044,0.0027080076124761806
1045,0.9615245673866364
1046,0.11120613445091054
1047,0.15789641956316386
1048,0.0027080076124761806
1049,0.02082268759783786
1050,0.40137871266884345
1051,0.4127542723240404
1052,0.8379412952654028
1053,0.02257829272805825
1054,0.4394611669421795
1055,0.7590103641669188
1056,0.0025513028889480854
1057,0.5060488734837858
1058,0.046204190071716646
1059,0.003187534584187599
1060,0.15405305937248415
1061,0.0025513028889480854
1062,0.0025513028889480854
1063,0.006672560613109548
1064,0.05492290624080991
1065,0.0768811597338177
1066,0.430798057335604
1067,0.02441889425032523
1068,0.7497883780529373
1069,0.9808333333333333
1070,0.30903017720828996
1071,0.0027080076124761806
1072,0.03815149734511593
1073,0.02436383800524568
1074,1.0
1075,1.0
1076,0.004844654219957259
1077,0.41219811978791415
1078,0.6649622975185528
1079,0.025035766091753887
1080,0.0031870131820069063
1081,0.004844654219957259
1082,0.6987473650595643
1083,0.38344893004646086
1084,0.021655045003896218
1085,0.05035167636858239
1086,1.0
1087,0.2726059684027431
1088,0.008694020678237166
1089,0.6876906370313389
1090,0.911819805339283
1091,0.0630815233196487
1092,0.004844654219957259
1093,0.02547834663412414
1094,0.016272599215206917
1095,0.003095797376901383
1096,0.44718506637453603
1097,0.9574034083917804
1098,0.21619390904821917
1099,0.054456122798908664
1100,0.016318044579997602
1101,0.6148806329177298
1102,0.2469124225204033
1103,0.0025249156196197864
1104,0.004251328502926134
1105,0.0955684455577775
1106,0.0239909385439917
1107,0.0027080076124761806
1108,0.15352056277567025
1109,0.0625491006393208
1110,1.0
1111,0.3150704842791338
1112,0.9370459876442242
1113,1.0
1114,0.0339100305396963
1115,0.10071395841423153
1116,0.0025513028889480854
1117,0.06405153033223884
1118,0.37618482530603625
1119,0.44439404741500127
1120,0.14305056888555467
1121,0.7369562738789717
1122,1.0
1123,0.06647898146501076
1124,0.16203898805755174
1125,0.035869750581547705
1126,0.037369182664036375
1127,0.29088646830749726
1128,0.017456426451315045
1129,0.1566579105663685
1130,0.5238735746615603
1131,1.0
1132,0.1236581195588621
1133,0.006763776418215071
1134,0.006767091207963263
1135,0.013354805480664202
1136,0.3379035134622755
1137,0.0073081727351659515
1138,0.04307695664887583
1139,0.018394996602459728
1140,0.695898880098034
1141,0.34515003511552217
1142,0.016860867443453963
1143,0.22363020194915645
1144,0.03425271287223184
1145,0.017388548447077733
1146,0.0027465878593897607
1147,0.0028333330871794012
1148,0.4400390148718692
1149,0.0025513028889480854
1150,0.023319357507594937
1151,0.4402743670586805
1152,0.23427296596479785
1153,0.5995536879756393
1154,1.0
1155,0.08251139319122473
1156,0.04322245710801143
1157,1.0
1158,0.335625216286981
1159,0.0037109661778627306
1160,0.12700900537666018
1161,0.5590149005969106
1162,0.016337609393242917
1163,0.11617794171859853
1164,0.021664085074730673
1165,0.10841762189061412
1166,0.030891449328384543
1167,0.00812844069340017
1168,0.2797823481066705
1169,0.40325774917217194
1170,0.7949863117812564
1171,0.045856610651049075
1172,0.09338913516779865
1173,0.42408203294585
1174,0.017887867510291842
1175,0.0056778003829133904
1176,0.0025513028889480854
1177,0.018851671753969883
1178,0.029117174513068108
1179,0.007873730999802174
1180,0.03515075256729585
1181,0.025777635821327295
1182,0.6860784023967609
1183,0.2821069351755306
1184,0.161303553216178
1185,0.006829470018710938
1186,0.19445155355945198
1187,0.2633921352488725
1188,0.20441409288337586
1189,0.0027080076124761806
1190,0.71520681225705
1191,0.002856934000007757
1192,0.0028333330871794012
1193,0.024475651629175123
1194,0.004444482290327515
1195,0.023636258499792402
1196,0.21617127120991092
1197,0.0025513028889480854
1198,0.2934079161240563
1199,0.17636720482729462
1200,0.0025513028889480854
1201,0.017370649226410902
1202,0.6838424295084394
1203,0.03403111962120028
1204,0.5002427507397403
1205,0.0027080076124761806
1206,0.366314463314869
1207,0.025974147487856442
1208,0.042432907565931294
1209,0.0025513028889480854
1210,0.023235781623105262
1211,0.5126767346838764
1212,0.07690247573085866
1213,0.0027465878593897607
1214,0.3687321310609696
1215,0.006796807505327236
1216,0.18050380280331893
1217,0.09426726637078724
1218,1.0
1219,0.036228663926957484
1220,0.03929347317610244
1221,0.23180649206355675
1222,1.0
1223,0.1476011252261584
1224,0.02225926921307705
1225,0.005576297065210542
1226,1.0
1227,1.0
1228,0.25926966555349007
1229,0.5270707830704391
1230,0.0030136387235358514
1231,0.10504435550346893
1232,0.003095797376901383
1233,0.4856110240086767
1234,0.03041873714741026
1235,0.0194121176509548
1236,1.0
1237,0.19035608386414574
1238,0.232633744860835
1239,0.6464590623398306
1240,1.0
1241,0.5633943045975927
1242,0.0159476478707643
1243,0.2611677342908677
1244,0.027180787432635033
1245,0.20300014040094852
1246,0.006106697658455115
1247,0.004264274536865626
1248,0.011104363649186271
1249,0.610700244364775
1250,0.6779415568287755
1251,0.0028333330871794012
1252,0.009345151951020267
1253,0.09816790563444219
1254,0.6791749506353287
1255,0.009345151951020267
1256,0.17247752945349984
1257,0.3485976308841581
1258,0.0025513028889480854
1259,0.0028333330871794012
1260,0.4931348013421005
